hgnc_symbol	adipose	colon	heart	hypothalamus	kidney
TAGLN3	0	0.411	0	23.425	0.028
TALDO1	19.734	8.896	15.957	14.906	19.466
TAOK2	1.691	1.607	1.245	3.187	1.335
TAPBP	2.043	2.326	3.575	2.346	3.328
TARBP1	0.923	0.782	0.6	1.204	1.095
TARBP2	0.482	0.178	0.271	0.314	0.397
TARP	0.036	0.376	0.036	0.332	0.144
TARS	11.583	5.359	19.322	19.131	12.836
TAS2R10	0.119	0.111	0.101	0.246	0.341
TAS2R13	0.493	0.424	0.273	0.37	0.997
C14orf73	0.014	0.07	0.022	0	0.223
C16orf11	0	0	0	0	0
TAS2R5	0.096	0.38	0	0.165	0.5
TAS2R9	0	0	0	0	0.017
TASP1	0.797	1.083	1.665	2.127	2.129
TATDN1	6.506	2.655	6.363	9.514	6.127
TATDN3	2.08	0.764	1.794	3.121	2.915
TBC1D10B	1.474	1.462	1.519	2.351	1.669
TBC1D15	4.129	0.823	3.016	4.171	2.778
TBC1D22B	0.202	0.357	0.802	1.215	0.68
TBC1D24	0.263	0.131	0.185	0.674	0.634
TBC1D3	0	0.022	0	0	0
TBC1D3C	0	0	0	0	0
TBC1D3P2	0	0.012	0	0	0
TBC1D7	0.146	0.143	0.281	0.301	0.5
TBC1D9B	5.865	2.863	2.837	9.339	3.572
TBCK	1.413	0.514	1.346	1.741	2.716
TBL1X	0.912	0.836	1.306	1.659	2.31
TBR1	0	0.048	0	3.068	0
TBRG1	2.653	1.604	3.658	7.017	3.66
TBRG4	0.36	0.858	0.996	0.556	0.932
TBX1	0.1	0.492	0.191	0.052	0.089
TBX2	0.098	0.122	0.193	0.078	0.603
TBX20	0	0	4.776	0	0
TBX21	0	0.1	0.087	0	0.007
TBX22	0	0	0.008	0	0.016
TBX5	0.629	0	5.823	0.144	0
TBXAS1	4.53	1.912	4.206	3.25	1.316
TC2N	0.933	2.364	4.051	0.501	2.968
C16orf65	0	0.35	0.236	0.147	0.072
TCEA2	0.157	0.189	0.023	0.51	0.215
TCEAL1	4.872	3.923	7.543	18.159	5.258
TCEAL3	15.077	10.605	63.229	112.307	35.3
TCEAL6	0	0.218	0.024	9.794	0.012
TCEB1	29.6	13.23	55.641	59.351	22.334
TCEB2	2.322	3.423	2.233	2.459	2.252
TCERG1	3.776	3.324	6.639	6.584	5.234
TCF12	4.928	2.751	4.645	5.712	5.023
TCF15	15.173	0.461	15.938	1.143	0.62
TCF19	0.811	1.213	0.609	0.241	0.314
TCF20	3.438	6.645	3.874	9.34	6.268
TCF21	0.011	0.85	0.941	0.024	1.699
TCF23	0.114	0.279	0	0	0
TCF25	14.239	15.595	9.977	38.896	10.301
TCF3	0.339	0.81	0.466	0.503	0.459
TCF7	0.259	1.405	0.48	0.387	0.484
C18orf22	5.074	1.74	3.12	2.213	3.315
TCF7L2	3.324	3.058	2.01	1.515	2.023
TCHP	1.697	3.29	2.512	1.383	3.115
TCL1B	0	0.089	0	0	0.075
TCL6	0	0.039	0	0	0.74
TCN1	0.023	0	0.119	0.024	0.237
TCOF1	1.65	1.728	1.698	2.668	1.276
TCP1	23.161	12.635	33.448	40.531	27.823
TCP10	0	0	0	0	0
TCP11L2	9.553	6.805	22.987	13.239	5.743
TCTE3	0	0.516	0.1	0	0.174
TCTEX1D2	0.274	0.153	0.083	2.033	0.304
TCTN1	0.431	0.262	0.732	0.386	1.343
TDRD12	0.023	0	0	0.023	0
TDRD3	3.007	1.535	5.05	3.656	3.959
TDRKH	0.747	0.741	0.793	3.04	0.665
TEAD1	5.132	2.129	8.614	2.736	5.245
TEAD2	0.663	0.75	2.372	0.298	0.738
TECTB	0	0	0	0	0.019
TEF	0.805	0.76	0.624	3.307	1.027
TEKT4	0	0.053	0	0.026	0.025
TELO2	0.199	0.417	0.084	0.342	0.167
TEP1	0.958	2.537	0.746	0.503	1.026
TERF2	6.416	5.656	6.63	15.478	5.634
TESK1	1.839	0.838	1.2	1.626	1.046
TET1	1.103	0.526	0.817	1.273	0.785
TEX19	0	0	0	0	0
TEX264	0.923	1.053	1.111	0.706	2.831
TFAMP1	0	0.046	0.008	0	0.05
TFAP2E	0.134	0.129	0.051	0.243	0.11
TFB2M	0.289	0.274	0.513	0.298	0.718
TFCP2	2.245	1.832	1.643	3.339	2.736
TFCP2L1	0.127	3.57	0.112	0.106	11.324
TFDP1	2.731	1.825	2.16	2.188	2.093
TFE3	6.634	1.69	4.269	5.059	3.634
TFEB	0.101	0.141	0.179	0.433	0.237
TFF3	0	3.932	0.018	0	0.035
TFPI	15.929	4.681	27.833	2.277	26.116
TFR2	0.051	0.036	0.142	0.171	0.051
TFRC	24.426	11.179	20.198	23.21	20.223
TGFB1	5.544	3.532	6.18	4.738	3.179
TGFB1I1	0.204	1.269	0.558	0.147	0.216
TGFB2	0.491	0.363	4.944	3.986	0.662
TGFBR2	36.142	9.59	32.722	4.802	12.174
TGFBRAP1	1.86	1.406	1.737	2.456	1.953
TGIF1	2.749	4.845	2.454	1.844	4.384
TGIF2LX	0	0	0	0	0
TGM1	0.079	0.139	0.04	0.027	0.08
TGM2	1.04	1.6	46.593	2.986	6.038
TGM3	0	0.029	0	0.113	0
TGM5	0.117	0	0	0.045	0.015
TH1L	2.831	3.84	3.238	4.348	5.446
THADA	1.492	1.183	1.547	1.396	2.216
C19orf36	0.072	0.025	0	0.224	0
THAP10	0.054	0	0.202	0.243	0.293
C1orf107	0.79	0.593	0.903	1.549	1.021
THAP5	1.8	0.473	4.205	4.964	4.734
THAP7	0.619	0.433	0.489	0.993	0.937
THBS4	9.366	5.462	13.854	6.104	0.299
THEG	0	0	0	0.03	0
THEM4	0.233	0.315	0.558	0.601	0.967
THEMIS	0.124	0.306	0.087	0.147	0.043
THG1L	0.9	1.241	0.986	0.784	0.725
THOC2	10.316	4.538	12.242	10.057	15.444
THOC4	1.677	2.513	1.975	2.699	2.201
C1orf113	0.102	0.419	0.037	0.165	0.478
C1orf125	0.087	0.015	0.066	0.19	0.175
THOC6	0.143	0.54	0.145	0.118	0.202
THRSP	24.459	1.314	1.35	0.032	0.553
THSD4	0.052	0.973	4.648	1.388	1.638
THTPA	0.801	0.725	0.559	0.827	1.171
THUMPD2	1.981	0.809	3.076	2.811	2.826
THUMPD3	3.755	1.43	4.41	3.945	5.432
THYN1	2.092	2.003	3.295	4.934	2.458
TIA1	1.294	0.945	1.951	1.433	3.339
TIAM2	0.043	0.239	0.331	1.198	0.122
TIFA	0.454	0.393	1.474	1.812	0.911
TIGD4	0	0	0.069	0.078	0.16
TIMD4	0.054	0.188	0.204	0.028	0.786
TIMM17A	1.352	0.9	3.825	4.024	2.518
TIMM44	1.485	1.644	2.852	2.257	2.188
TIMM50	0.942	0.85	1.993	1.635	2.148
TIMM8B	3.083	1.905	6.352	4.163	2.747
TIMP1	25.175	11.061	235.467	14.271	22.549
TIMP2	30.109	10.504	11.787	25.087	5.646
TIMP3	105.261	19.11	71.241	22.46	51.138
TIMP4	17.396	0.468	1.552	0.08	0.259
TJAP1	0.494	0.598	0.44	1.24	0.667
TJP2	4.36	1.983	3.208	6.79	4.398
TKT	42.651	10.548	11.315	17.6	29.494
TKTL1	0.071	0	0.47	0.044	0.022
TLCD2	80.82	22.459	20.212	3.531	8.204
TLE2	0.837	1.037	1.365	0.482	0.764
TLE3	2.567	3.174	1.251	2.086	1.906
TLE6	0	0.266	0.01	0.236	0.096
TLK1	9.542	4.645	6.783	14.984	11.801
TLK2	7.697	7.777	8.412	7.645	7.339
TLL1	1.065	0.34	0.37	0.558	0.738
TLR6	0.4	0.166	0.412	0.335	0.12
TLR7	1.162	0.17	0.224	2.042	0.149
TLX1NB	0	0	0.02	0	0
TLX3	0	0	0	0	0
TM2D3	1.547	1.393	2.918	6.529	2.121
TM6SF1	1.457	0.468	1.233	3.799	0.572
TM7SF3	3.9	3.933	3.436	5.516	17.315
TM9SF1	1.612	0.844	1.408	1.088	2.336
TMC2	0.116	0.016	0.018	0.143	0.023
TMC3	0	0.047	0.04	0.034	0.006
TMC4	0.119	1.225	0.075	0.168	1.287
TMC5	0.309	3.935	0.051	0.236	0.151
TMC7	0.217	1	0.047	1.43	0.122
TMCC1	2.256	0.84	1.185	3.332	1.055
TMCC2	0.01	0.163	0.108	1.649	0.068
TMCO1	9.002	4.818	10.537	13.354	16.448
TMED1	0.271	0.398	0.426	0.195	0.424
TMED6	0.156	0.465	0.317	0.443	2.15
TMED7	1.021	0.437	2.638	1.557	2.852
TMED9	32.133	36.237	31.69	32.885	21.616
TMEFF1	0.241	0.158	0.359	10.762	0.284
TMEM100	2.803	0.457	1.564	0.673	0.198
TMEM104	0.363	0.097	0.373	0.367	0.234
TMEM105	0.022	0.039	0	0.011	0.034
TMEM106C	4.228	13.095	7.871	6.674	11.437
TMEM11	5.743	3.656	7.134	3.367	4.185
TMEM110	1.164	0.75	1.051	1.225	1.504
C1orf175	0.067	0.67	0.222	0.355	0.322
TMEM120B	0.313	0.277	0.216	0.273	0.457
TMEM125	0	0.331	0	0.17	0.374
TMEM126B	8.991	1.769	11.012	13.002	15.509
TMEM128	0.148	0.045	0.291	0.547	0.578
TMEM130	0.096	1.032	0.262	18.648	0.254
TMEM132B	0.082	0.173	0.406	7.765	0.029
TMEM134	0.251	0.323	0.723	0.259	0.761
TPD52L2	3.846	1.465	4.313	1.959	3.006
TMEM135	2.448	0.705	0.859	1.973	0.984
TMEM136	0.29	0.145	0.863	0.599	0.105
TMEM139	0.373	0.881	0.142	0.273	3.35
TMEM145	0.021	0.058	0	0.639	0
TMEM14B	60.142	17.513	117.682	47.518	76.987
TMEM150A	0.049	0.121	0.389	0.179	0.812
TMEM151B	0.008	0.145	0.012	5.496	0.016
TMEM164	1.009	1.256	1.925	0.64	1.409
TMEM167A	9.442	3.006	11.628	15.23	9.378
TMEM169	0.174	0.061	0.039	1.417	0.562
TMEM170A	0.209	0.561	0.212	1.15	0.844
TMEM170B	1.497	0.188	0.745	2.646	0.825
TMEM171	0	0.67	0	0.15	1.245
TMEM176B	3.369	6.642	5.347	1.461	25.317
TMEM177	0.053	0.147	0.053	0.488	0.69
TMEM178	1.036	1.107	0.678	13.446	5.451
TMEM180	0.052	0.118	0.072	0.281	0.124
TMEM183A	0.513	0.498	0.487	2.594	0.685
TMEM184C	1.05	1.557	1.988	1.695	2.576
TMEM186	0.964	1.759	3.169	2.069	2.037
TMEM189	0.628	0.525	0.987	0.648	0.394
TMEM194A	0.81	0.815	0.39	0.604	0.519
TMEM200B	1.373	1.097	0.417	0.216	0.964
TMEM201	0.067	0.167	0.073	0.167	0.072
TMEM202	0	0	0	0	0
TMEM203	3.776	2.892	5.607	8.839	5.028
TMEM204	0.156	0.436	0.099	0.04	0.177
TMEM205	1.243	1.179	2.401	4.509	3.603
TMEM211	0	0	0	0	0.073
TMEM218	0.559	0.245	0.08	0.144	0.256
TMEM22	1.596	0.444	0.613	2.259	0.506
TMEM220	2.351	0.84	0.603	0.87	2.692
TMEM223	0.784	0.768	1.054	1.011	1.148
TMEM229A	0	0	0	0.223	0
TMEM229B	0.117	0.158	0.101	0.848	0.032
TMEM231	0.323	0.27	0.915	1.667	0.665
TMEM25	0.071	0.482	0.326	1.961	1.367
TMEM26	0.064	0.085	0.101	0.059	0.658
C1orf203	0.261	0.563	0.377	0.477	1.532
TMEM38B	1.415	1.623	14.448	2.373	11.066
TMEM39A	1.366	1.07	2.471	0.833	1.875
TMEM41A	0.766	1.055	0.969	0.737	2.368
C1orf230	0	0	0	0.749	0
TMEM43	9.438	4.986	9.946	3.9	4.522
TMEM49	16.874	16.5	13.934	31.476	14.183
TMEM51	0.189	1.178	0.24	0.293	1.69
TMEM52	0	0.054	0	0.198	0.116
TMEM59	8.076	6.277	10.332	13.248	15.382
TMEM63C	0	0.086	0.031	0.863	0.062
TMEM67	0.793	0.343	3.642	1.435	1.436
TMEM69	1.223	0.769	1.838	1.752	1.651
TMEM71	0.371	0.322	1.184	0.109	0.08
TMEM82	0	0	0	0	0.049
TMEM87B	1.029	1.623	1.327	1.221	1.33
TMEM89	0	0	0	0	0
TMEM8B	0.267	0.613	0.444	1.641	0.814
TMEM99	0.089	0.037	0.162	0.092	0.233
TMF1	6.427	2.426	10.794	7.452	9.973
TMLHE	1.852	1.666	4.133	2.402	2.981
TMOD1	0.361	0.623	16.154	2.128	0.387
TMOD2	1.364	1.386	2.662	42.78	1.232
TMOD3	9.904	5.818	8.841	5.817	11.99
TMPRSS13	0.054	0.106	0.121	0.011	0.093
TMPRSS2	0	9.388	0.035	0	6.369
TMPRSS3	0.03	0.295	0	0.031	0.068
TMPRSS4	0	1.98	0	0	0.567
TMSL3	26.371	10.4	6.649	13.937	3.927
TMTC1	4.816	0.945	6.501	5.958	3.647
TMUB1	0.826	2.294	1.621	2.017	1.209
TMUB2	0.535	1.017	0.679	0.848	0.791
TMX1	3.24	2.394	5.102	3.915	5.784
TMX3	1.973	0.564	2.479	2.34	2.239
TNF	0.022	0.139	0.145	0.114	0.189
TNFAIP1	1.418	1.142	4.931	2.727	2.81
TNFAIP8L2	0.343	0.415	0.111	0.515	0.016
TNFRSF10D	0.468	0.4	0.28	0.118	0.882
TNFRSF17	0.185	1.656	0.188	0	0.41
TNFRSF18	0	0.022	0	0	0
C1orf26	2.284	0.861	3.021	2.965	3.439
TNFRSF1A	4.698	2.835	6.902	2.733	5.687
TNFRSF25	0.171	0.599	0	0.035	0.086
TNFRSF8	0.28	0.011	0.205	0	0.039
TNFSF11	0.016	0.087	0	0.032	0.031
TNFSF12	0.344	0.223	0.498	0.41	0.495
TNFSF12-TNFSF13	0	0	0	0	0
TNFSF13	0.035	0.172	0.089	0.199	1.443
TNFSF13B	0.579	0.299	0.821	0.22	0.185
TNFSF14	0.188	0.282	0.259	0.028	0.095
TNFSF4	0.158	0.243	0.208	0.26	0.196
TNIK	0.833	3.857	4.051	18.563	3.532
TNIP2	6.901	7.451	4.599	3.609	4.696
TNK1	0.117	0.78	0.085	0.174	0.307
TNMD	41.188	0.172	0.028	0.225	0.536
TNN	0.513	0.036	0.052	0.053	0.011
TNNI3K	0.281	0.129	7.957	0.505	0.358
TNNT1	0.514	0	1.342	1.591	0
TNNT2	0.032	0.568	2728.58	2.142	10.892
TNNT3	3.208	0.109	1.455	0.225	0.031
TNPO2	1.818	1.897	1.997	8.63	2.436
TNR	0.007	0.258	0	9.615	0.004
TNRC18	0.973	2.192	0.827	1.083	1.407
TNRC6B	2.501	2.486	3.211	3.832	3.462
TNXB	3.279	2.653	2.08	0.403	0.415
TOM1	2.185	1.188	1.846	4.004	2.478
TOM1L1	0.612	1.033	0.47	1.101	6.267
TOMM34	1.559	2.046	1.911	10.374	3.303
TOMM40	0.731	0.919	2.086	1.953	2.107
TOMM5	6.153	3.447	6.122	8.228	6.561
TOMM7	131.093	90.036	210.132	215.419	94.055
TOP1	11.273	5.049	13.823	14.545	18.392
TOP1MT	1.405	2.817	1.495	2.502	3.003
TOP3A	1.418	1.768	1.345	1.869	1.252
TOP3B	0.295	0.364	0.288	0.28	0.263
TOPBP1	3.036	1.53	2.755	3.664	2.23
TOR1AIP1	8.334	3.587	7.815	8.768	7.3
TOR2A	0.079	0	0.08	0.108	0.145
TOX2	0.074	0.114	0.022	0.548	0.067
TOX3	0	0.387	0	0.546	0.766
TP53	1.161	3.166	1.101	0.693	1.357
TP53BP2	2.247	1.981	5.387	7.809	4.367
TP53I11	2.728	4.413	4.594	3.292	1.433
TP53I3	1.03	2.042	0.523	0.362	2.269
TP53INP1	1.001	1.247	0.993	0.362	1.762
TP53RK	0.512	0.656	1.63	1.831	1.589
TP53TG3	0	0	0	0	0
TP53TG3B	0.026	0	0.007	0.026	0
TP63	0.031	0.104	0.076	0.049	0.075
TP73	0	0.018	0	0.094	0
TPBG	0.368	0.182	0.424	0.268	0.449
TPCN1	1.405	1.669	2.019	1.096	4.27
TPD52	0.802	7.808	1.194	12.059	6.458
TPD52L1	0.926	0.491	2.037	2.808	2.025
TPH2	0	0	0	0.241	0
TPI1	24.662	28.65	65.876	71.342	54.95
TPK1	0.964	0.759	1.743	1.631	0.775
TPM1	9.121	69.989	854.223	14.881	23.356
TPM3	39.933	26.187	43.285	41.948	32.949
TPO	0.203	0.193	0.485	0	0
TPR	11.63	4.183	14.513	12.223	11.672
TPRA1	0.236	0.22	0.15	0.324	0.347
TPRG1	1.507	0	0.184	0.052	0.076
TPST2	0.495	0.013	0.27	0.341	0.287
TRA2A	7.448	8.655	8.282	8.839	9.134
TRAF3	2.39	3.283	2.027	4.057	1.848
TRAF3IP1	8.718	4.695	6.325	11.302	7.806
TRAF3IP2	1.64	1.695	1.249	1.037	1.095
TRAF5	1.164	1.83	0.952	0.896	0.886
TRAF7	0.491	0.743	0.585	0.548	0.885
TRAFD1	3.857	4.265	6.078	4.323	3.376
TRAIP	0.109	0.356	0.055	0.075	0.037
TRAM1L1	0.199	0.127	0.083	1.271	0.558
TRAM2	0.817	0.689	0.711	0.242	0.67
TRANK1	1.096	2.571	0.692	1.442	0.635
TRAPPC1	10.063	8.639	11.003	19.07	10.187
C1orf57	2.646	2.822	4.588	8.569	5.344
TRAPPC4	2.329	1.953	4.077	7.559	5.293
TRAPPC5	2.906	3.683	3.794	4.57	2.865
TRDMT1	0.28	0.1	0.365	0.179	0.558
TREM1	2.435	0.307	5.147	1.277	0.383
TREM2	1.188	0	0.035	1.118	0
C1orf66	0.194	0.465	0.197	0.501	0.319
TRERF1	0.339	0.482	0.155	0.465	0.477
TRHDE	1.568	0.185	0.292	1.788	2.221
TRIM13	1.892	1.313	3.014	2.311	2.769
TRIM14	0.994	1.987	0.252	0.62	1.495
TRIM15	0	0.509	0.025	0	0.542
TRIM16	0.456	0.372	0.321	0.248	0.166
TRIM2	0.668	1.701	1.264	14.591	4.849
TRIM22	7.346	2.667	6	3.917	2.035
TRIM23	1.524	0.765	2.492	7.956	1.826
TRIM25	1.611	2.279	1.224	1.082	1.139
TRIM33	4.694	3.892	5.41	9.21	7.931
TRIM36	0.223	0.782	0.21	8.155	0.117
TRIM38	4.379	3.161	3.603	1.02	11.21
TRIM4	2	1.93	2.031	1.605	3.388
TRIM40	0	0	0	0	0.019
TRIM47	0.227	0.364	1.063	0.703	1.254
TRIM48	0	0	0	0	0
TRIM5	1.983	2.716	1.77	1.349	2.74
TRIM54	0.042	0	5.21	0.065	0.053
TRIM6	0.754	0.152	0.232	0.153	2.382
TRIM60	0	0.112	0	0	0
TRIM63	1.228	0.015	82.494	0.043	1.366
TRIM64B	0	0	0	0	0
TRIM66	0.448	0.609	0.216	0.734	1.091
TRIM67	0.043	1.107	0.011	0.227	0.039
TRIM69	0.019	0.162	0.226	0.538	0.195
TRIM7	0.299	0.09	0.116	0.427	0.101
TRIM78P	0.174	0.163	0.427	0.12	0.176
TRIML1	0	0	0	0	0
TRIO	3.932	5.838	3.489	5.324	2.339
TRMT1	0.54	0.567	0.368	0.852	0.562
TRMT2A	0.555	0.407	0.416	0.668	0.447
TRMT61B	1.117	0.712	2.339	1.441	2.024
TRNAU1AP	1.632	0.62	1.947	1.238	1.251
TRNT1	2.437	1.492	2.745	4.93	3.741
TRO	0.684	0.78	0.59	10.101	0.916
TRPC7	0	0.056	0	0.234	0.263
TRPM1	0	0	0	0.007	0.007
C1orf89	0.118	0.198	0.143	0.875	0.369
TRPM6	0.048	1.312	0.027	0.22	0.467
C1orf9	3.461	1.892	6.827	7.953	6.61
C20orf135	0	0.043	0	0.064	0.021
TRPV1	0.263	0.966	0.143	0.243	0.774
TRPV4	0.084	0	0.11	0.074	0.473
TRRAP	1.388	2.328	1.519	1.917	1.985
TSC1	1.953	2.984	3.011	4.388	2.421
TSC22D1	8.791	9.747	12.055	37.811	12.444
TSC22D2	0.86	0.867	1.089	1.326	1.398
TSC22D3	7.294	4.695	4.749	4.685	4.489
TSC22D4	0.308	0.745	0.595	1.32	0.91
TSEN15	3.469	1.221	5.751	5.573	3.958
TSEN2	1.489	3.472	2.268	2.792	2.311
TSEN34	0.735	0.325	0.43	0.379	0.815
TSGA10	0.777	0.495	0.202	1.686	1.711
TSGA10IP	0	0	0	0.044	0
C20orf199	3.134	0.525	0.519	1.054	0.963
TSHB	0	0	0	0	0.064
TSHZ2	8.699	2.233	1.157	2.168	0.703
TSN	3.32	2.068	3.518	6.606	4.462
TSNAX	1.386	0.359	1.21	2.045	1.708
TSNAX-DISC1	0	0	0.022	0	0.005
TSPAN18	1.022	1.954	7.303	0.782	4.318
TSPAN2	0.675	2.298	2.694	1.227	1.721
TSPAN3	26.256	11.087	7.583	25.598	12.212
TSPAN4	0.309	0.072	0.248	0.133	0.364
TSPAN6	7.969	6.96	2.748	4.999	14.768
TSPAN8	0.26	22.051	0.231	0.235	3.38
TSPO	0.561	0.236	0.256	0	0.311
TSPY3	0	0	0	0	0
TSPY4	0	0	0	0	0
TSPYL2	17.958	18.458	37.291	177.095	11.67
TSR1	2.784	1.728	3.4	3.121	2.397
TSR2	20.908	16.91	22.902	60.692	28.245
TSSC1	0.299	0.344	0.412	1.234	0.905
TSSC4	0.103	0.199	0.314	0.133	0.43
TSSK3	0.056	0.274	0.113	0.029	0.169
TSTA3	0.243	0.568	0.412	0.279	0.56
TTBK1	0.021	0.144	0.01	2.185	0.101
TTC1	26.098	10.143	31.812	51.624	23.535
TTC14	6.261	2.79	4.359	5.636	7.84
TTC23	1.377	1.727	1.344	0.683	1.957
TTC27	3.524	2.843	4.576	2.74	4.107
TTC30A	0.613	0.22	0.455	0.592	1.104
TTC35	8.542	3.718	6.641	17.445	8.102
TTC38	1.097	4.384	0.914	0.436	8.489
TTC39A	0.228	1.154	0.422	0.415	3.438
TTC39C	2.138	0.515	0.858	1.902	0.517
TTC3L	11.889	3.004	7.15	20.689	10.102
TTC9C	0.387	0.926	0.589	1.796	0.928
TTLL12	0.69	2.316	1.396	1.164	1.111
TTLL13	0.061	0	0	0.232	0.041
TTLL2	0	0.009	0	0	0.013
TTLL3	0.637	0.96	0.208	0.557	0.398
TTLL6	0	0.737	0	0.066	0.601
TTN	5.07	0.449	373.933	0.294	0.429
TTPAL	0.484	0.389	0.717	1.201	0.904
C21orf121	0	0	0	0	0
TTTY16	0	0	0	0	0
TTTY18	0	0.698	0	0	0
TTTY2	0	0	0	0	0
TTTY22	0	0	0	0	0
TTTY3B	0	0	0	0	0
TTTY4B	0	0	0	0	0
C21orf34	1.983	0.11	2.087	1.306	1.278
TTTY7	0	0	0	0	0
TTTY8	0	0	0	0	0
TUBA1A	2.117	2.765	4.311	29.925	3.218
TUBA1B	23.327	15.191	35.826	75.714	23.039
TUBA3C	0	0	0.013	0	0
TUBA3E	0	0	0.085	0	0
TUBA4A	1.043	10.387	27.887	56.629	16.383
TUBA4B	0	0.075	0	0.137	0.484
TUBA8	0.91	0.242	3.372	2.103	0.202
TUBB	10.411	7.042	12.358	20.799	6.9
TUBB2A	8.029	3.907	0.887	50.902	2.405
TUBB6	20.373	6.092	27.917	4.572	3.024
TUBB8	0	0	0	0.024	0.058
C21orf57	1.026	1.981	1.026	1.508	1.287
TUBD1	0.134	0.26	0.294	0.23	0.578
TUBG1	0.678	0.66	0.784	1.75	1.151
TUBG2	0.364	0.552	0.513	3.837	0.51
TUBGCP5	1.44	1.046	0.948	2.411	1.966
TUBGCP6	0.378	0.624	0.294	0.611	0.459
TUFM	5.018	6.246	7.408	7.501	9.078
TULP1	0	0	0	0	0
TUSC3	1.018	0.502	4.464	6.375	3.061
TUSC5	9.047	1.008	0.301	0.011	0.072
TWF1	5.282	2.255	6.312	4.33	11.88
TWIST1	0.331	0.201	0.157	0.045	0.011
TWISTNB	3.132	0.925	3.07	4.673	2.882
TXNDC16	3.276	1.934	4.062	7.774	3.141
TXNDC5	6.037	7.864	8.161	2.846	7.69
TXNL1	5.935	3.71	7.871	9.93	6.96
TXNL4A	6.01	2.929	8.481	12.949	5.815
TXNRD1	12.181	3.949	26.801	10.706	10.307
TXNRD3IT1	0.032	0.023	0	0.067	0.114
TYMP	2.686	0.405	1.105	1.553	0.573
TYROBP	67.861	7.178	28.424	10.979	8.189
TYW3	1.321	0.725	2.32	2.59	2.585
C2orf14	0	0.011	0.141	0	0.008
U2AF2	2.252	4.024	2.203	3.824	2.156
UAP1L1	0.142	0.153	0.044	0.034	0.298
UBA2	12.539	2.663	8.275	10.137	6.352
UBA5	3.198	1.315	4.496	5.15	6.27
UBA7	0.211	0.404	0.219	0.091	0.196
UBAP2	4.637	3.95	6.297	8.402	5.527
UBASH3A	0.015	0.031	0	0.076	0.03
UBB	39.443	39.009	30.468	76.443	48.424
UBE2C	0.406	2.276	0.309	0	0.026
UBE2D1	0.36	0.165	1.814	0.972	0.49
UBE2D3	39.442	24.223	79.632	50.415	46.395
UBE2E1	14.065	10.159	14.9	20.913	10.234
UBE2E3	9.113	5.076	9.957	17.57	12.473
UBE2G2	14.482	10.77	29.987	11.273	22.856
UBE2I	3.178	3.866	7.056	6.69	5.04
UBE2J2	0.362	0.676	0.377	0.516	0.505
UBE2K	7.564	6.327	9.977	16.6	11.012
UBE2L6	6.091	3.429	6.48	12.54	5.754
UBE2Q2P3	0.213	0.383	0.154	0.094	0.123
UBE2S	0.493	0.669	1.581	2.195	0.374
UBE2V1	0	0	0	0	0
UBE2W	2.759	0.745	5.663	7.009	5.605
UBE3A	3.897	2.515	9.714	7.822	6.786
UBE3B	2.595	3.303	4.883	4.582	4.148
UBE4A	7.042	4.301	8.943	12.422	7.02
UBE4B	4.26	4.358	7.937	6.95	4.322
UBLCP1	1.765	0.871	3.016	5.893	2.883
UBN2	0.974	1.066	1.36	1.207	1.768
C2orf86	2.891	0.822	3.531	2.439	3.482
UBP1	5.137	7.659	8.136	7.423	6.084
UBQLN3	0.016	0.066	0.056	0	0.071
UBQLN4	1.592	1.576	2.222	3.101	1.961
C4orf11	0	0	0.022	0	0.044
UBR3	8.255	2.861	15.916	15.412	7.794
UBTD1	0.236	0.033	0.168	0	0.155
UBTF	7.632	8.686	7.182	10.096	10.343
UBXN2A	0.815	1.168	1.546	0.881	0.94
UBXN2B	1.326	0.786	2.542	3.805	3.066
UCMA	0	0	0	0	0
UFD1L	4.119	2.163	2.917	2.656	2.402
UFSP2	1.374	0.789	2.453	2.198	3.304
UGGT1	3.339	2.395	4.329	2.721	4.088
UGP2	53.585	21.94	89.767	51.596	35.256
UGT1A3	0	0.011	0	0	0.063
UGT1A4	0	0.119	0.039	0	1.273
UGT1A6	0	0.28	0.038	0	11.077
UGT2A2	0	0	0	0	0
UGT2B10	0.044	0.031	0	0	0.044
UGT3A2	0	0.011	0	0.083	0.236
UHRF1BP1L	6.606	2.168	6.525	11.404	6.789
ULBP3	0.4	0.07	0.152	0.052	0.378
UNC119	0.445	0.623	0.327	1.308	0.606
C4orf12	0.702	0.475	0.594	2.753	2.742
UNC13D	0.159	0.363	0.191	0.112	0.063
C5orf37	0.289	0.214	0.457	0.631	0.601
UBOX5	0.407	0.404	0.215	0.761	0.407
UNC5CL	0.049	0.353	0.031	0.089	7.846
UNC80	0.014	0.084	0.014	7.345	0.038
C6orf124	0	0.167	0.008	0.098	0.289
UNC93A	0	0.065	0	0	0.234
UNC93B1	0.904	0.467	0.515	0.246	0.312
UNCX	0	0	0	0	0.046
UNG	1.479	1.048	1.895	2.252	2.677
UPB1	0	0.075	0.054	0.055	2.781
UPF1	1.182	1.953	1.35	1.935	2.113
UPF2	9.386	3.574	8.62	9.518	6.972
UPF3B	5.252	2.767	5.07	9.141	6.207
UQCC	5.483	4.957	7.524	11.266	5.417
UQCRB	11.675	6.896	57.394	18.658	16.758
UQCRH	2.234	1.907	14.743	5.258	4.195
URGCP	3.106	5.558	4.256	6.514	6.616
USF1	3.576	1.675	1.731	4.742	2.089
