GENE	Sample01	Sample02	Sample03	Sample04	Sample05	Sample06	Sample07	Sample08	Sample09	Sample10
MVP	8.2828	8.8271	6.7721	13.3759	12.3138	9.1749	13.2355	9.5197	9.4535	7.3866
MX1	4.9796	4.0334	4.9134	3.1058	3.3336	4.1154	2.7632	3.7728	3.7730	4.1638
MX2	1.3896	0.8021	1.1501	0.8921	0.9376	1.0352	0.6087	0.9347	1.0113	1.2695
MXD3	0.0278	0.0214	0.0290	0.0516	0.0604	0.0164	0.0220	0.0390	0.0214	0.0126
MXRA8	0.9633	0.9530	0.9490	1.1574	1.1793	1.1666	1.1450	1.2745	1.4280	1.8208
IFIT2	1.4364	1.6007	1.4801	0.9691	0.8398	1.7127	1.5393	1.3327	1.6867	1.9806
MYB	0.7405	1.4914	1.4854	3.5673	4.2850	0.7679	1.8200	2.9028	1.4858	0.7943
MYBL1	1.0100	1.2057	1.3879	0.7567	0.9752	0.9575	0.6511	1.1803	0.9641	1.0164
MYBPC3	19.8593	3.9753	11.9147	7.9463	7.9437	7.9493	0.0090	3.9744	3.9787	3.9808
IFIT3	4.3850	4.3498	4.3908	3.4746	3.3620	4.7193	4.1521	4.2016	4.8226	5.6471
MYCL1	0.2578	0.4752	0.4536	0.5957	0.7097	0.3071	0.4310	0.5997	0.3886	0.2783
MYCNOS	0.0049	0.0196	0.0196	0.0000	0.0049	0.0098	0.0049	0.0147	0.0098	0.0098
MYEOV2	1.3314	1.5618	1.6050	0.8997	0.9651	1.4283	1.1509	1.3515	1.3824	1.5147
MYF5	0.0024	0.0024	0.0024	0.0024	0.0024	0.0048	0.0036	0.0048	0.0072	0.0120
MYF6	0.0200	0.0200	0.0114	0.0200	0.0114	0.0357	0.0386	0.0228	0.0428	0.0613
MYH1	0.1383	0.1253	0.1277	0.1383	0.1357	0.2388	0.1861	0.2354	0.3447	0.5583
MYH11	76.8539	99.2726	106.9298	217.1832	255.0521	64.8072	114.3696	174.7211	98.4224	59.4996
IL1R2	1.9593	0.8142	1.3324	1.6572	1.6885	1.0445	0.7820	1.0193	0.8192	0.5829
MYH8	0.2028	0.1756	0.0216	0.1824	0.0148	0.2674	0.4208	0.0092	0.1780	0.0966
MYL12B	29.4031	31.4688	29.9210	24.1641	22.6048	31.8194	30.4516	27.3860	30.5992	32.0830
MYL3	40.9397	8.7448	24.3516	16.7633	16.2680	17.0705	1.4363	8.2672	8.7988	8.6191
MYL4	36.0889	7.2435	21.6643	14.4412	14.4372	14.4577	0.0307	7.2351	7.2431	7.2470
MYL9	76.3543	56.3309	72.9427	106.4903	120.0371	56.2073	57.8769	88.8884	66.5655	62.7334
MYLIP	2.7317	2.4445	2.2191	2.7906	2.4638	2.8882	3.1254	2.4317	2.9037	3.0729
MYNN	1.3720	1.1132	1.1102	0.9166	0.7440	1.2725	1.1608	0.8484	1.0896	1.1003
MYO18B	6.0685	1.2485	3.6623	2.4366	2.4378	2.4578	0.0344	1.2481	1.2557	1.2713
MYO19	0.5532	0.5827	0.4583	0.8987	0.8388	0.6002	0.8639	0.6421	0.6223	0.4827
MYO1B	6.2345	5.0904	4.6798	5.5789	4.6274	6.2220	6.5333	4.5866	5.8612	6.0628
MYO1C	6.3549	4.5236	5.0266	6.6659	6.5124	6.2844	5.8810	6.2442	7.2352	9.0926
MYO1E	5.1556	5.7508	4.9416	6.4626	6.0834	5.9492	7.0437	5.8602	6.1984	6.0592
MYO7A	0.7903	0.8464	0.5210	0.8015	0.4994	0.9810	1.2946	0.5300	0.8368	0.6904
MYO7B	0.5798	0.8362	0.5364	1.6197	1.5785	0.7280	1.4187	1.0563	0.8372	0.4264
MYOCD	0.8508	0.2614	0.5702	0.4874	0.5136	0.3862	0.1154	0.3084	0.2546	0.2246
MYOD1	0.0020	0.0020	0.0020	0.0020	0.0020	0.0040	0.0030	0.0040	0.0060	0.0100
MYOF	4.0898	3.4599	3.6213	4.2599	4.2052	4.1675	4.0166	4.1751	4.6043	5.4248
IL27	0.0287	0.0412	0.0448	0.1021	0.1218	0.0233	0.0493	0.0806	0.0412	0.0215
N4BP2L2	17.7474	15.4781	16.2929	12.2725	11.3722	16.1742	13.9238	12.8053	14.2549	14.3229
N6AMT1	1.3448	1.2482	1.2592	0.9935	0.9133	1.2586	1.1565	1.0069	1.0976	1.0356
NAALADL2	0.7462	0.8362	0.5692	0.8410	0.6232	0.9321	1.2059	0.6384	0.8594	0.7611
NAB1	7.8981	7.4380	8.4414	6.0850	6.6325	7.3287	5.6795	7.4703	7.3110	8.1353
NACA	89.9360	85.8307	95.5143	61.6939	65.4536	85.5700	64.9441	80.5051	83.1451	93.9531
NAGA	3.2207	2.9356	2.8186	3.2087	2.9802	3.2206	3.3733	2.8842	3.1656	3.1882
NAIP	3.6536	3.5292	3.7460	2.7309	2.7579	3.4021	2.9067	3.0925	3.1122	3.0915
NALCN	1.6658	4.5352	4.7162	0.3319	1.4113	2.4672	1.2169	3.4629	2.3770	2.3674
NAMPT	55.3931	22.5619	38.6965	25.9909	24.9747	31.5161	13.2405	19.9460	22.3033	23.7422
NANOG	0.2518	0.2795	0.1807	0.3730	0.3035	0.3081	0.4490	0.2494	0.2965	0.2324
NANOS2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NANS	7.4681	7.6758	8.5136	10.2528	11.5989	6.5265	7.0131	9.6087	7.2316	6.2471
NAP1L2	7.3070	19.5774	19.2908	2.3021	5.9649	11.3308	7.2803	14.4281	10.6964	10.2042
NAP1L3	6.0446	19.6117	19.8091	0.9875	5.6250	10.3473	5.4824	14.8367	10.1605	10.0584
NAP1L5	3.7941	10.7904	10.8168	1.1058	3.4095	6.0966	3.6093	8.2491	5.9838	5.9916
NAPEPLD	2.2477	3.2824	2.6464	1.9613	1.6792	2.8969	3.2174	2.3238	2.5832	2.2333
NARF	2.6333	2.5536	2.7970	2.3106	2.4737	2.4099	2.0963	2.5335	2.3490	2.3473
ITM2C	4.3546	10.7483	10.1715	7.4680	9.8293	6.3385	7.0191	10.8320	7.2281	5.6648
NARG2	2.2815	1.9691	1.7399	1.7924	1.3678	2.3773	2.4398	1.5643	2.1655	2.2672
NARS	28.3290	30.9567	27.7967	21.3327	18.1070	30.6264	30.6358	22.9959	27.0047	25.5785
NARS2	1.2191	1.5383	1.3637	0.9580	0.8660	1.4586	1.4444	1.2079	1.3695	1.3857
NASP	8.3094	7.8817	8.5425	7.6152	8.0047	7.6693	6.9128	8.0030	7.5751	7.6356
NAT1	0.3242	0.2933	0.2335	0.4762	0.4279	0.3378	0.4654	0.3250	0.3455	0.2927
JAG1	5.0925	3.9231	3.8003	4.5333	3.8747	4.7256	4.8925	3.5676	4.3337	4.2683
NAT14	0.2055	0.4745	0.4407	0.0790	0.1292	0.3176	0.2448	0.3339	0.2949	0.2919
NAT2	0.0413	0.0474	0.0276	0.0839	0.0730	0.0484	0.0858	0.0482	0.0474	0.0244
NAT8B	0.3864	0.4054	0.0622	0.4910	0.1712	0.5536	0.9385	0.1134	0.4054	0.2038
NAT8L	0.5877	1.4437	1.4085	0.3184	0.5710	1.0901	0.7464	1.3325	1.2769	1.6570
NAV2	1.6747	1.5657	1.5949	1.5910	1.5654	1.5007	1.5232	1.4343	1.3553	1.1330
NBEAL1	3.1561	2.7309	2.2677	3.0777	2.4389	3.3694	3.8280	2.3974	3.1935	3.2257
NBLA00301	0.4850	0.1552	0.3304	0.3358	0.3612	0.2174	0.0875	0.2108	0.1552	0.1226
NBPF1	5.7984	7.1348	7.0494	7.2401	7.8905	6.3406	6.6793	7.8193	6.9326	6.8528
JAZF1	2.7062	2.8035	3.2535	1.5458	1.8547	2.4827	1.5819	2.4960	2.3297	2.5796
NBPF3	0.5907	0.7362	0.6520	0.6631	0.6460	0.7694	0.8075	0.7660	0.8526	0.9774
JPH2	1.2369	0.4508	0.8772	0.8498	0.9143	0.5968	0.2652	0.5749	0.4454	0.3788
NBR1	13.0839	12.1568	12.1712	10.8744	10.1923	12.5502	11.9849	10.7129	11.5650	11.3310
NBR2	1.0420	1.3123	1.1583	1.7124	1.7655	1.1765	1.5492	1.5036	1.3009	1.1002
KCNT2	0.5215	0.6044	0.6686	0.2486	0.3027	0.4877	0.3162	0.4607	0.4150	0.4073
KHDRBS2	1.0177	3.4155	3.3301	0.3701	1.1073	1.8607	1.2046	2.6252	1.8657	1.8134
NCAPD3	0.9284	1.1394	1.1078	1.2342	1.3308	1.0392	1.1328	1.2936	1.1638	1.1684
NCAPH2	0.3388	0.4576	0.4798	0.2186	0.2680	0.3703	0.2760	0.3936	0.3596	0.3829
NCBP2	10.4986	11.9643	11.7409	8.0076	7.9647	11.4196	10.2239	10.3408	11.0125	11.6963
NCDN	2.2205	6.9700	6.9406	0.7578	2.3301	3.7745	2.2890	5.3877	3.7530	3.6413
NCEH1	2.4012	2.7868	2.8644	1.4060	1.4788	2.6172	2.0146	2.3288	2.5156	2.8736
NCF1	0.0710	0.1080	0.1186	0.1475	0.1841	0.0738	0.0872	0.1567	0.1022	0.0922
NCF1B	0.0148	0.0199	0.0199	0.0352	0.0403	0.0245	0.0273	0.0398	0.0393	0.0536
NCF2	3.2197	2.4661	3.1161	2.4907	2.7387	3.2356	2.1637	3.3562	3.8511	5.4357
NCK1	6.3220	5.8907	6.2619	4.9608	4.9567	6.6809	5.5305	6.1678	7.0917	8.7696
NCKAP5	1.0727	1.2870	0.7542	1.1421	0.7024	1.4005	1.9210	0.7594	1.1674	0.8701
NCKAP5L	0.2115	0.1889	0.1929	0.2121	0.2075	0.2326	0.2181	0.2268	0.2631	0.3269
NCOA1	6.1858	7.6039	7.5657	4.0413	4.2186	6.6383	5.5805	6.0249	6.0655	6.0964
NCOA2	2.8457	3.0790	2.9170	2.3164	2.1627	2.9686	2.8971	2.5255	2.7128	2.5948
NCOA3	6.7491	4.8586	5.4354	5.3634	4.9999	5.6358	5.0112	4.6303	5.1092	5.1632
NCOA4	17.1749	14.8922	15.1980	14.5012	13.5177	16.8133	15.6713	14.3975	16.4616	17.9831
NCR1	0.0249	0.0456	0.0456	0.1077	0.1284	0.0291	0.0580	0.0912	0.0540	0.0417
NCRNA00051	0.0226	0.0383	0.0277	0.0386	0.0365	0.0350	0.0476	0.0374	0.0381	0.0349
NCRNA00052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
KIAA0284	0.5930	1.1064	1.0844	0.7993	1.0065	0.7619	0.7645	1.1323	0.8538	0.7873
NCRNA00085	5.2739	5.1754	4.6346	5.7561	5.2516	5.3687	6.1866	4.8012	5.0938	4.5033
NCRNA00093	0.0641	0.0568	0.0624	0.1077	0.1172	0.0515	0.0679	0.0828	0.0596	0.0445
KIAA0427	1.7777	2.3652	2.4522	1.4822	1.7497	2.2519	1.7698	2.5169	2.5866	3.2815
NCRNA00115	0.8548	1.0365	0.7325	1.2930	1.1263	1.0885	1.5132	1.0000	1.1111	0.9630
NCRNA00120	2.9330	3.3164	3.3640	2.6050	2.7496	3.2230	2.8776	3.2990	3.3712	3.7824
NCRNA00160	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
KIAA0652	2.5589	2.8439	2.8951	1.9075	1.9681	2.5998	2.2538	2.4292	2.4257	2.4371
KIAA0892	0.4522	0.5016	0.4302	0.5510	0.5138	0.5041	0.6035	0.4844	0.5036	0.4585
NCRNA00167	0.0613	0.0461	0.0501	0.0850	0.0868	0.0553	0.0630	0.0677	0.0641	0.0668
NCRNA00175	0.0476	0.0348	0.0096	0.0380	0.0064	0.0538	0.0790	0.0032	0.0348	0.0190
NCRNA00176	0.0047	0.0051	0.0059	0.0115	0.0135	0.0042	0.0060	0.0098	0.0065	0.0059
NCRNA00188	10.9735	13.4633	13.3549	15.0658	16.5446	12.9159	13.5584	16.6123	15.4345	17.1182
NCRNA00189	0.3956	0.1767	0.2053	0.2129	0.1292	0.2745	0.2374	0.0871	0.1763	0.1426
NCRNA00202	0.0575	0.0852	0.0708	0.0513	0.0466	0.0711	0.0789	0.0606	0.0620	0.0489
NCRNA00204	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NCRNA00204B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NCSTN	6.0718	4.9250	4.5114	4.8386	3.7942	5.8306	6.0380	3.8338	5.0610	4.8470
NDOR1	0.1630	0.1872	0.1828	0.2156	0.2286	0.1638	0.1882	0.2026	0.1708	0.1450
NDRG2	18.5182	34.2396	35.0384	10.9542	16.6360	23.3490	16.4212	28.3578	23.0232	23.5808
NDRG4	14.9668	18.4724	22.7374	4.8495	8.9063	12.5552	4.4037	14.6143	10.4866	10.4122
NDUFA9	21.1902	16.5233	18.4559	14.9727	14.1538	17.1115	14.5233	13.6713	14.1293	12.5800
CA10	1.1992	4.2404	4.0736	0.3068	1.1724	2.2870	1.4914	3.1252	2.2316	2.1202
NDUFB1	35.0092	21.8827	27.2567	21.3979	19.6292	25.9582	19.0359	18.5749	21.1223	21.2159
KIAA1012	4.2518	3.9498	3.8914	2.9606	2.5874	4.1036	3.7657	3.0588	3.5694	3.4938
NDUFB3	4.1302	2.8020	3.1862	2.6459	2.2909	3.2922	2.7111	2.2399	2.6882	2.6222
NDUFB4	3.4351	2.4560	2.7468	2.2084	1.9339	2.8200	2.3299	1.9741	2.3442	2.3224
NDUFC2	33.1059	31.4295	33.4339	23.3518	23.2108	30.4929	25.6068	26.5943	27.2699	26.9614
NDUFS2	13.5452	11.2548	11.8080	10.0633	9.1999	11.9717	10.8159	9.4255	10.4086	9.9449
NDUFS5	417.6484	368.0641	451.5371	275.5570	318.0989	338.6558	221.0674	349.7252	310.8583	323.3403
NDUFS6	9.0173	7.7267	8.6935	7.4169	7.6411	7.5406	6.5046	7.3110	6.8361	6.3495
KIAA1026	0.9448	1.5281	1.2999	0.6520	0.6031	1.3032	1.2742	1.0948	1.2087	1.2019
NDUFV2	169.8597	96.4785	126.3329	102.5960	93.8786	116.8927	83.0099	80.7683	90.0177	84.8418
NEB	1.2466	0.7331	0.9923	0.7656	0.7533	1.1793	0.7237	0.9956	1.3417	1.9884
NEBL	60.4996	19.1136	41.2296	24.4070	25.0526	27.9528	4.2912	16.6312	15.9672	15.4758
NECAP2	1.6259	1.5238	1.5274	1.4658	1.4055	1.6694	1.5855	1.5213	1.6908	1.8662
NEDD4	1.9418	1.3600	1.2096	1.5269	1.0889	1.7799	1.9117	0.9857	1.4742	1.3595
KILLIN	0.2339	0.3021	0.2373	0.2857	0.2551	0.3132	0.3719	0.2846	0.3279	0.3381
KLC2	0.7843	1.4130	1.4942	0.4625	0.7360	0.9231	0.6043	1.1854	0.8990	0.8879
NEDD9	1.9188	1.5977	1.3769	2.0579	1.7350	2.0118	2.3072	1.5933	2.0009	2.0673
NEIL2	2.0655	3.0202	2.9530	1.3655	1.5578	2.5685	2.0950	2.5510	2.5686	2.8667
NEK1	4.2029	4.4129	4.5479	2.5976	2.5664	4.1716	3.3930	3.4993	3.7329	3.8509
NEK2	0.2140	0.2966	0.3264	0.5301	0.6403	0.2146	0.2954	0.4983	0.3232	0.2876
NEK3	2.2663	2.1370	1.9270	2.5317	2.3128	2.4293	2.7173	2.2080	2.4938	2.5739
KLHL4	0.5501	1.4537	1.4191	0.1852	0.4420	0.8716	0.5790	1.0817	0.8377	0.8313
KLHL5	4.7054	6.4000	5.9698	4.0894	4.2162	6.1545	5.6656	6.0426	6.5928	7.7199
KLK15	0.0122	0.0244	0.0244	0.0610	0.0732	0.0122	0.0305	0.0488	0.0244	0.0122
KRIT1	3.4005	3.0681	2.8571	2.4674	1.9850	3.3934	3.3146	2.3237	2.9649	2.9361
NELL1	0.3966	0.9782	0.7966	0.1997	0.2115	0.6791	0.6668	0.5987	0.5852	0.4903
NELL2	2.7471	10.7423	10.7211	0.1635	2.8199	5.4198	2.8087	8.1032	5.4313	5.4085
NETO2	0.4656	1.1752	1.1470	0.3738	0.6044	0.6897	0.5503	0.9730	0.6936	0.6153
NEU2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NEU3	0.6214	0.6638	0.6618	0.5895	0.5989	0.6149	0.6068	0.6151	0.5868	0.5439
NEU4	0.0152	0.0272	0.0240	0.0632	0.0720	0.0168	0.0380	0.0480	0.0272	0.0136
NEUROG1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NEUROG2	0.0150	0.0532	0.0532	0.0170	0.0320	0.0266	0.0201	0.0484	0.0300	0.0266
NF2	1.9357	2.2494	2.0406	1.6266	1.4909	2.0932	2.1445	1.7587	1.8744	1.6828
NFAM1	0.5583	0.4096	0.5256	0.4224	0.4603	0.4724	0.3238	0.4827	0.4950	0.6106
NFASC	1.7376	4.1630	3.9320	1.2589	1.8871	2.5816	2.1709	3.2465	2.4876	2.1868
NFAT5	5.9631	6.4299	5.7161	4.7311	4.0073	6.5057	6.6349	4.9282	5.8477	5.6338
NFATC1	0.4640	0.3794	0.4360	0.3882	0.4006	0.3993	0.3350	0.3920	0.3874	0.4073
NFATC3	6.4763	6.0807	5.8301	5.9495	5.4657	6.5553	6.6417	5.6422	6.3129	6.4094
NFE2	0.0811	0.0409	0.0611	0.0360	0.0338	0.0508	0.0249	0.0317	0.0361	0.0371
NFIA	10.2513	7.6631	9.0305	6.6845	6.5077	8.6405	6.4643	7.1030	7.8969	8.7926
NFIB	12.4976	8.6547	10.1487	8.0824	7.4191	10.6877	8.1748	8.1424	9.9001	11.5214
NFIC	15.2848	11.5656	13.6350	13.6615	14.0507	12.9830	11.0659	13.0855	13.1094	14.3096
NFKB1	8.5406	7.2681	7.4861	8.7910	8.5581	7.8363	8.0612	7.6322	7.7207	7.5008
NFKBIB	0.6253	0.6134	0.5050	0.6297	0.5174	0.6793	0.7899	0.5130	0.6290	0.5823
NFKBID	0.0618	0.0457	0.0457	0.0364	0.0263	0.0597	0.0516	0.0354	0.0535	0.0624
NFKBIL1	0.6262	0.7073	0.7029	0.5879	0.6088	0.6368	0.6192	0.6503	0.6125	0.5739
NFRKB	1.5326	1.6369	1.4899	1.7015	1.6206	1.6127	1.8174	1.5523	1.5737	1.4282
NFU1	11.3436	7.7966	9.0182	6.8783	6.0487	9.5373	7.3324	6.7119	8.3972	9.4161
NFX1	4.0593	4.4833	4.6139	3.4920	3.6984	4.2452	3.7545	4.3203	4.2893	4.6071
NFYC	2.7028	2.6862	2.6374	2.7079	2.6535	2.6533	2.7416	2.5743	2.5604	2.3993
NGB	0.0202	0.0808	0.0808	0.0000	0.0202	0.0404	0.0202	0.0606	0.0404	0.0404
NGDN	5.2607	5.5657	5.7703	3.5102	3.5628	5.1272	4.2532	4.5211	4.5893	4.5527
NGEF	0.7812	2.3671	2.2405	0.6599	1.1246	1.3391	1.1107	1.9285	1.3671	1.2044
NGFR	3.1060	1.3162	2.1538	1.6707	1.5991	1.8297	0.9377	1.2391	1.3624	1.4157
NGFRAP1	51.8207	90.1315	89.6617	29.0140	39.7704	63.4886	47.9966	69.3779	58.8283	56.6909
NGLY1	3.1191	2.8287	2.8847	2.5789	2.4401	2.9482	2.7671	2.5434	2.7341	2.7189
NGRN	10.3607	14.9998	15.8800	5.8005	7.7634	11.2990	7.7973	12.3110	10.6438	10.9798
NHEDC1	0.0918	0.2017	0.1889	0.0608	0.0855	0.1439	0.1177	0.1648	0.1483	0.1596
NHEG1	0.0437	0.0581	0.0525	0.0272	0.0246	0.0603	0.0521	0.0495	0.0629	0.0790
NHEJ1	4.8424	5.2035	3.8383	6.0138	4.9677	5.7791	7.4539	4.6466	5.6277	5.1132
NHP2	2.4104	2.6661	2.4449	2.2008	2.0457	2.5929	2.6877	2.2698	2.4307	2.3030
NHP2L1	6.6222	7.0479	7.3893	4.1117	4.2306	6.2507	5.0277	5.4471	5.3499	5.0174
NICN1	1.0824	1.9410	1.8740	0.9691	1.2149	1.4384	1.2675	1.7305	1.4944	1.5202
NID1	9.2403	5.4492	6.3642	7.7558	6.9843	7.2133	6.6579	5.6309	6.5194	6.5767
NID2	2.1914	1.2861	1.6401	1.4185	1.3054	1.6708	1.2262	1.2387	1.4753	1.6513
NIF3L1	0.5695	0.7538	0.6700	0.4682	0.4397	0.7113	0.6991	0.6225	0.6956	0.7337
NIN	5.3697	4.7597	5.2973	3.7552	3.8098	4.9597	3.8952	4.4441	4.7313	5.2642
NINJ1	1.2384	0.8548	0.9232	0.7856	0.6368	1.0440	0.8963	0.6614	0.8672	0.8814
NINL	2.3543	2.9341	1.5535	2.6793	1.5717	3.2687	4.6400	1.7100	2.7687	2.1002
NIP7	3.0440	3.0716	2.8966	2.7644	2.5570	3.0839	3.1741	2.6642	2.8564	2.6761
NIPBL	7.6381	6.5569	6.3681	5.7014	4.7988	7.4639	7.0837	5.4067	6.7545	7.0204
NIPSNAP1	9.4974	14.1229	10.0633	8.5163	6.0848	12.8966	15.7162	8.6941	10.8669	8.4491
NIPSNAP3A	0.7072	0.8561	0.7795	0.5670	0.5261	0.8260	0.8027	0.7050	0.7907	0.8211
NIT2	8.2806	8.1216	6.1330	6.6553	4.3555	9.4712	10.7426	5.4025	8.2098	7.8432
NKAIN4	1.0885	1.9664	1.1958	0.8080	0.3319	1.7629	2.2473	0.9071	1.3778	0.9845
NKAP	6.5583	7.3389	7.1313	4.9201	4.7607	7.0818	6.4194	6.1826	6.7135	7.0347
NKD1	0.5719	0.7779	0.7597	0.7290	0.8142	0.5996	0.6610	0.7799	0.6099	0.4833
NKIRAS2	2.0715	1.2748	1.5858	1.3586	1.2535	1.5513	1.1791	1.1501	1.3066	1.3391
NKTR	4.9632	4.4799	4.1431	4.3105	3.6874	5.0538	5.1970	3.8867	4.7183	4.7791
NKX1-2	0.0180	0.0324	0.0286	0.0249	0.0277	0.0314	0.0316	0.0377	0.0398	0.0504
NKX2-1	0.0065	0.0260	0.0260	0.0000	0.0065	0.0130	0.0065	0.0195	0.0130	0.0130
NKX2-5	4.7720	0.9544	2.8632	1.9088	1.9088	1.9088	0.0000	0.9544	0.9544	0.9544
NLE1	0.1274	0.1517	0.1547	0.1037	0.1124	0.1289	0.1144	0.1319	0.1205	0.1130
KRTAP13-1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
KRTAP20-3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NLN	3.3819	3.8881	3.8117	2.2984	2.2500	3.6907	3.1956	3.1819	3.4729	3.7088
NLRP1	0.9939	0.7595	0.8889	1.1808	1.2488	0.9844	0.9083	1.1673	1.2159	1.5389
NLRP3	0.3877	0.4042	0.4618	0.3367	0.3928	0.4097	0.3065	0.4736	0.4698	0.5927
NLRP6	0.0585	0.0551	0.0317	0.0904	0.0706	0.0632	0.1025	0.0459	0.0551	0.0293
NLRX1	0.1476	0.1478	0.1074	0.1406	0.0992	0.1716	0.2074	0.1068	0.1530	0.1408
NME1	21.2126	32.0592	32.4390	14.5165	18.0379	24.5940	19.4359	26.8835	23.7918	24.1302
NME2	0.0615	0.0123	0.0369	0.0246	0.0246	0.0246	0.0000	0.0123	0.0123	0.0123
NME2P1	22.0474	15.1155	16.8005	15.4890	13.4989	17.7970	15.5601	12.5560	14.8133	14.1435
NME5	1.2908	2.2146	1.6010	0.8390	0.5112	1.9130	2.1596	1.2120	1.5694	1.2886
NME7	7.7260	8.9678	8.6104	5.5848	5.3756	8.1369	7.5069	6.9518	7.2450	6.8357
NNAT	2.7862	8.6767	8.5311	2.1396	4.1601	5.0127	3.6062	7.5682	5.5353	5.7416
NNMT	2.7400	1.3426	1.7628	1.7342	1.4622	2.0957	1.5595	1.3546	1.8846	2.2711
NNT	14.0864	8.0911	9.8919	8.2844	6.8867	10.4423	8.0124	6.3448	8.1973	8.2072
NOBOX	0.0042	0.0042	0.0000	0.0042	0.0000	0.0063	0.0105	0.0000	0.0042	0.0021
NOL12	0.7319	0.9400	0.8844	1.2601	1.3658	0.8121	1.0366	1.1658	0.9512	0.8435
NOL6	0.8871	1.2341	1.1683	0.7385	0.7833	1.0429	0.9767	1.0396	1.0071	0.9912
NOL9	1.6318	1.8761	1.8607	1.4923	1.5494	1.6943	1.6193	1.7169	1.6421	1.5856
NOMO1	0.4382	0.3919	0.4229	0.2413	0.2242	0.3969	0.3049	0.2973	0.3367	0.3478
NOMO2	0.1881	0.1837	0.2039	0.1315	0.1413	0.1807	0.1376	0.1738	0.1771	0.2000
NONO	13.8497	13.1257	12.5115	13.1832	12.1880	13.7918	14.3600	12.0705	13.0817	12.5971
NOP16	8.5858	8.4593	9.6513	6.9917	7.8898	7.9042	6.1467	8.6431	7.9533	8.5883
NOS1AP	0.5015	1.3826	1.3080	0.4210	0.6729	0.8205	0.6894	1.1335	0.8368	0.7591
NOS2	0.1077	0.2077	0.2051	0.2724	0.3336	0.1244	0.1788	0.2757	0.1661	0.1137
NOS3	0.4274	0.3610	0.3382	0.2970	0.2286	0.4076	0.3984	0.2574	0.3402	0.3224
NOSIP	1.4405	1.9564	2.0286	1.6828	1.9907	1.5995	1.5031	2.1347	1.7862	1.8367
NOTCH2NL	6.0278	5.6805	5.6041	6.3273	6.1634	6.6210	6.5484	6.5037	7.3101	8.5993
NOTO	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NOVA1	1.2191	2.1576	2.1304	0.7806	1.0469	1.6686	1.2731	1.8633	1.7394	1.9816
NOXO1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NPAS3	0.4597	1.4068	1.3830	0.1505	0.4434	0.7860	0.4973	1.0700	0.7748	0.7598
KRTAP5-6	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NPEPL1	0.5099	0.5297	0.4707	0.7386	0.7224	0.5610	0.6964	0.6239	0.6189	0.6013
NPFF	0.1078	0.1471	0.1471	0.1805	0.2068	0.1328	0.1467	0.1987	0.1711	0.1883
NPFFR2	0.0082	0.0157	0.0175	0.0018	0.0055	0.0092	0.0037	0.0120	0.0083	0.0083
NPL	5.0344	4.1756	2.1460	4.1615	1.6673	5.9345	7.7188	1.8905	4.7346	4.1521
NPLOC4	5.8353	5.7446	5.4602	5.3724	4.9819	6.1492	6.1732	5.3889	6.0572	6.3568
NPTN	11.1571	12.2112	13.0552	7.6788	8.3931	10.4548	8.3726	10.1479	9.2830	8.6822
NPW	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NR1D1	5.2050	6.6510	6.0420	7.4374	7.7280	6.1021	7.2178	7.3410	6.7434	6.4513
NR1H3	2.0951	2.2837	2.1535	2.5947	2.6139	2.7803	2.7854	2.9940	3.4455	4.4516
NR1I3	0.1366	0.1761	0.0955	0.1594	0.0975	0.1906	0.2716	0.1050	0.1619	0.1199
NR2C1	2.8412	2.9433	2.9121	2.9545	2.9800	2.9628	2.9806	3.0407	3.0645	3.1815
NR2C2	3.0285	3.5172	3.5346	2.8747	3.0564	3.1366	2.9829	3.3312	3.1020	3.0178
NR2F2	3.7371	3.2217	2.3635	3.3317	2.2129	3.9873	4.7988	2.1730	3.3735	2.9746
NR3C2	3.0235	4.0598	3.5256	4.5648	4.6663	3.4255	4.4452	4.1307	3.5284	2.6951
NR4A1	4.0495	2.5404	2.7788	2.6060	2.0419	3.1344	2.7968	1.7911	2.3618	2.0450
NR5A2	0.4665	0.4284	0.5010	0.8757	0.9966	0.3858	0.4943	0.7260	0.5124	0.4548
